"wavelength (nm)",0,50,100,150,200,250,300,350,400,450,500,550,600,650,700,0_r
675,0.793601,0.790496,0.793336,0.787912,0.786277,0.787086,0.789108,0.789475,0.789174,0.790243,0.791331,0.794728,0.797148,0.799484,0.800716,0.789301
676,0.791895,0.78856,0.787548,0.784574,0.784459,0.783712,0.781344,0.784692,0.783875,0.787261,0.787552,0.78964,0.791462,0.795922,0.797214,0.783431
677,0.786609,0.784891,0.78448,0.783215,0.784163,0.781082,0.781211,0.782371,0.786544,0.785396,0.783415,0.788022,0.789575,0.789102,0.793692,0.782176
678,0.788873,0.783777,0.786436,0.783429,0.780808,0.777614,0.779496,0.780266,0.780219,0.781523,0.78379,0.787343,0.788045,0.791755,0.792085,0.78179
679,0.784253,0.782225,0.781233,0.780663,0.779351,0.777244,0.775231,0.775332,0.777541,0.778098,0.780229,0.784275,0.785247,0.786427,0.788215,0.778615
680,0.77953,0.779829,0.776407,0.775833,0.773717,0.773631,0.771785,0.773073,0.771808,0.776283,0.77454,0.777129,0.777331,0.780354,0.784376,0.773666
681,0.780495,0.776769,0.777062,0.774039,0.77161,0.771194,0.772885,0.770125,0.771262,0.772859,0.772506,0.775805,0.77579,0.78071,0.782998,0.774657
682,0.778707,0.774407,0.770562,0.769593,0.767575,0.76679,0.769139,0.767149,0.766952,0.769309,0.766766,0.772262,0.772882,0.7767,0.775858,0.773947
683,0.774236,0.772998,0.769914,0.767499,0.76999,0.7639,0.764241,0.764235,0.763006,0.76657,0.768037,0.769377,0.770097,0.770544,0.774197,0.767758
684,0.770971,0.764412,0.765481,0.767235,0.764481,0.759504,0.757137,0.760802,0.760969,0.763496,0.764836,0.767474,0.763902,0.767802,0.76765,0.767463
685,0.766391,0.766262,0.762966,0.760727,0.758972,0.756271,0.756804,0.756994,0.758554,0.757932,0.760079,0.76051,0.765628,0.765734,0.767197,0.762722
686,0.766011,0.761573,0.760785,0.759795,0.756512,0.752328,0.753326,0.751938,0.754466,0.753473,0.756011,0.758716,0.755742,0.76285,0.762574,0.762133
687,0.761707,0.757403,0.756651,0.756805,0.752774,0.750603,0.750382,0.749604,0.749763,0.750859,0.750557,0.754878,0.756086,0.756556,0.755171,0.758591
688,0.75925,0.755362,0.756506,0.75438,0.749007,0.748585,0.747084,0.748166,0.748699,0.747604,0.749742,0.74682,0.754183,0.756472,0.752329,0.75328
689,0.756442,0.754026,0.750432,0.748646,0.746553,0.74606,0.74469,0.740866,0.74598,0.741733,0.747706,0.74583,0.750121,0.749633,0.749978,0.751461
690,0.756047,0.748965,0.750513,0.745216,0.745491,0.744962,0.740824,0.74176,0.741157,0.742699,0.742898,0.744496,0.746389,0.748225,0.746711,0.746844
691,0.748168,0.74702,0.747666,0.744354,0.740616,0.736623,0.736186,0.73743,0.736025,0.739177,0.737555,0.737641,0.741444,0.742435,0.744936,0.744975
692,0.749829,0.746915,0.747188,0.743613,0.739671,0.740538,0.736554,0.735122,0.73604,0.739473,0.738191,0.737406,0.740123,0.742453,0.744234,0.744685
693,0.745661,0.743495,0.740622,0.740777,0.740819,0.736347,0.734148,0.732018,0.731282,0.734048,0.731803,0.735532,0.733729,0.737522,0.739958,0.742324
694,0.744455,0.743626,0.739927,0.737154,0.734573,0.732081,0.731961,0.73123,0.731371,0.731702,0.729915,0.732545,0.73378,0.738634,0.740374,0.739134
695,0.741826,0.740955,0.738786,0.734317,0.732812,0.729728,0.72727,0.725498,0.722824,0.730372,0.726869,0.728472,0.729553,0.734409,0.732249,0.735881
696,0.739201,0.736555,0.737278,0.733821,0.730127,0.731234,0.725709,0.726943,0.723122,0.723191,0.72587,0.729994,0.728181,0.731572,0.73131,0.736167
697,0.734493,0.736358,0.732074,0.732489,0.725946,0.723999,0.722372,0.719572,0.720486,0.722678,0.722199,0.723129,0.723716,0.725331,0.725538,0.73186
698,0.737074,0.734462,0.731768,0.727282,0.72544,0.720115,0.718677,0.719665,0.720517,0.720166,0.722443,0.718771,0.72391,0.723432,0.726374,0.731215
699,0.731774,0.73204,0.729561,0.723241,0.722086,0.719937,0.718029,0.71503,0.715668,0.71573,0.715473,0.715388,0.717664,0.721235,0.720624,0.72741
700,0.729489,0.728805,0.728729,0.72255,0.720185,0.718834,0.714801,0.717537,0.714455,0.716218,0.713349,0.715005,0.717745,0.718168,0.71889,0.727769
701,0.726466,0.726253,0.724662,0.7221,0.716882,0.714198,0.713003,0.711684,0.712993,0.710616,0.712781,0.711441,0.715255,0.717735,0.715382,0.722501
702,0.726941,0.723413,0.721812,0.71784,0.714713,0.714235,0.710517,0.70947,0.710142,0.709821,0.712049,0.709542,0.709379,0.713126,0.715682,0.719846
703,0.725212,0.721478,0.719329,0.718825,0.713017,0.709924,0.708689,0.707152,0.70436,0.706327,0.705202,0.707631,0.706406,0.707336,0.710799,0.718327
704,0.721794,0.720574,0.71872,0.712315,0.709072,0.707898,0.705229,0.70529,0.703886,0.703377,0.703608,0.704259,0.705522,0.707804,0.707837,0.717606
705,0.720176,0.718554,0.715537,0.71318,0.707862,0.706691,0.702193,0.70066,0.703166,0.70101,0.700952,0.703697,0.705071,0.704008,0.704422,0.717536
706,0.720225,0.718726,0.714382,0.711275,0.707485,0.705882,0.702444,0.700069,0.701026,0.701985,0.70054,0.701819,0.700233,0.702881,0.701205,0.716118
707,0.717869,0.715335,0.712226,0.709827,0.704748,0.70203,0.700462,0.697757,0.697408,0.697863,0.696232,0.696483,0.698564,0.699228,0.701739,0.712786
708,0.712925,0.711966,0.709675,0.706186,0.702426,0.700033,0.698759,0.695853,0.696177,0.694257,0.696421,0.695603,0.69744,0.696704,0.698184,0.710634
709,0.71357,0.710229,0.708799,0.706405,0.701015,0.698689,0.696556,0.694497,0.694979,0.691753,0.693624,0.694284,0.694583,0.696488,0.695901,0.709816
710,0.713331,0.713393,0.707707,0.704087,0.700944,0.695976,0.696992,0.695691,0.694265,0.692546,0.691653,0.692959,0.693527,0.694613,0.693788,0.709421
711,0.709809,0.711046,0.704948,0.701281,0.699154,0.69442,0.694288,0.688918,0.689976,0.691104,0.687191,0.691856,0.691219,0.688402,0.693494,0.708311
712,0.712716,0.708242,0.708184,0.702725,0.698901,0.693938,0.694095,0.691145,0.68994,0.690131,0.687155,0.690224,0.688767,0.694506,0.691225,0.707425
713,0.710477,0.705815,0.703275,0.700492,0.694761,0.694749,0.690776,0.685452,0.687228,0.684931,0.687643,0.687232,0.685485,0.689824,0.689576,0.705796
714,0.710282,0.705156,0.705158,0.702688,0.693067,0.69326,0.693764,0.689534,0.687542,0.686744,0.686052,0.684589,0.690002,0.68753,0.690929,0.703603
715,0.707398,0.705821,0.703606,0.696459,0.692594,0.691492,0.686894,0.686412,0.685105,0.683994,0.683025,0.684073,0.687376,0.685307,0.685493,0.704354
716,0.708922,0.705074,0.702935,0.698908,0.694834,0.686993,0.687292,0.688819,0.685366,0.683889,0.68402,0.682567,0.685272,0.683314,0.683632,0.701216
717,0.708627,0.705948,0.704749,0.700819,0.696685,0.691582,0.687566,0.689223,0.684733,0.685693,0.685222,0.685075,0.687868,0.689279,0.682506,0.703349
718,0.707473,0.706232,0.705468,0.696194,0.694318,0.688328,0.686817,0.686487,0.683131,0.685657,0.678683,0.684096,0.6854,0.683466,0.682153,0.704083
719,0.707353,0.704653,0.700252,0.695691,0.694683,0.688879,0.681918,0.684942,0.682361,0.683138,0.678842,0.677247,0.679877,0.682243,0.681904,0.705535
720,0.706645,0.699716,0.697422,0.695354,0.690174,0.687439,0.683144,0.680214,0.681539,0.676743,0.675759,0.67999,0.680189,0.679114,0.679105,0.699698
721,0.699807,0.700667,0.699352,0.69356,0.689768,0.68429,0.681189,0.680057,0.675075,0.6763,0.677137,0.678851,0.67725,0.675954,0.675241,0.695834
722,0.704656,0.701743,0.698026,0.693214,0.686391,0.688406,0.679788,0.678955,0.677853,0.675493,0.679062,0.676833,0.677985,0.676023,0.675535,0.698415
723,0.701517,0.701257,0.696007,0.692282,0.689305,0.683478,0.683215,0.680165,0.673936,0.675311,0.674106,0.674864,0.676176,0.677414,0.67661,0.698824
724,0.696419,0.6956,0.691331,0.684579,0.685136,0.676724,0.67643,0.670996,0.66954,0.667665,0.673219,0.670905,0.671951,0.671687,0.669958,0.692409
725,0.696514,0.695024,0.692036,0.685538,0.683644,0.679299,0.678752,0.672962,0.674697,0.670567,0.671704,0.672286,0.667482,0.669617,0.670419,0.693804
726,0.701001,0.697016,0.693216,0.692422,0.685301,0.680591,0.680593,0.675341,0.676226,0.670292,0.672174,0.671057,0.669765,0.674149,0.674159,0.696902
727,0.700128,0.69527,0.696524,0.690658,0.684979,0.681594,0.675051,0.678513,0.671778,0.669072,0.67046,0.66781,0.667881,0.671366,0.670008,0.692253
728,0.696833,0.69932,0.694805,0.686717,0.682745,0.679218,0.67794,0.675588,0.669426,0.669224,0.669051,0.668537,0.667014,0.668699,0.667898,0.696352
729,0.694486,0.691105,0.689769,0.684179,0.684282,0.675379,0.672954,0.669734,0.669292,0.67074,0.669759,0.665146,0.664916,0.665114,0.666723,0.697508
730,0.703145,0.697844,0.696883,0.691975,0.685634,0.68303,0.681255,0.676024,0.672206,0.674361,0.674997,0.671813,0.672097,0.67009,0.670857,0.696568
731,0.699478,0.696345,0.694006,0.692362,0.68768,0.680797,0.677392,0.673021,0.672306,0.676352,0.673158,0.670418,0.670853,0.670252,0.669889,0.699245
732,0.700234,0.699773,0.69116,0.687963,0.684404,0.681081,0.676357,0.673761,0.671952,0.669643,0.666501,0.672003,0.670344,0.666828,0.669075,0.691131
733,0.70329,0.700643,0.699845,0.694977,0.685184,0.68133,0.677127,0.678976,0.673096,0.676211,0.670946,0.670128,0.671118,0.672061,0.671024,0.698599
734,0.703359,0.701721,0.69336,0.691629,0.682266,0.684276,0.675922,0.679247,0.669663,0.671643,0.671214,0.667174,0.669868,0.670235,0.667907,0.693747
735,0.699872,0.698151,0.693468,0.692817,0.686229,0.677433,0.677375,0.677573,0.675798,0.663907,0.671478,0.669286,0.669258,0.670386,0.667777,0.697502
736,0.703668,0.705863,0.699456,0.695239,0.691768,0.685609,0.68313,0.679291,0.676696,0.672367,0.67133,0.671394,0.676165,0.671905,0.672605,0.697907
737,0.705298,0.700131,0.696106,0.69159,0.686886,0.685184,0.685337,0.675667,0.670569,0.676568,0.671221,0.670467,0.671085,0.670319,0.669304,0.698901
738,0.704058,0.701428,0.695166,0.692687,0.684091,0.685853,0.68214,0.675752,0.672545,0.672095,0.668433,0.66707,0.66942,0.67125,0.668572,0.696139
739,0.702033,0.696688,0.694562,0.691982,0.684273,0.682138,0.676694,0.671034,0.671544,0.670822,0.666867,0.671119,0.66973,0.667748,0.665392,0.698351
740,0.698067,0.698947,0.690792,0.690451,0.681849,0.673677,0.673527,0.676753,0.667566,0.66823,0.662424,0.669414,0.665326,0.664141,0.661002,0.695179
741,0.698163,0.695356,0.69141,0.691442,0.685961,0.681912,0.677371,0.671919,0.670862,0.667185,0.669716,0.665705,0.666448,0.66727,0.665502,0.697813
742,0.69311,0.69785,0.690873,0.687284,0.678495,0.672621,0.670577,0.670863,0.668615,0.665842,0.658276,0.661431,0.660825,0.661023,0.663014,0.69145
743,0.696805,0.69051,0.686325,0.683097,0.678139,0.672276,0.668327,0.662449,0.660512,0.656703,0.657237,0.658778,0.659327,0.659881,0.658146,0.688965
744,0.695985,0.696809,0.686404,0.682438,0.678425,0.671394,0.666934,0.668989,0.661881,0.658041,0.656058,0.655822,0.657197,0.660735,0.656091,0.691259
745,0.692838,0.68711,0.683781,0.676075,0.675302,0.670819,0.665747,0.665409,0.66214,0.661578,0.651902,0.656816,0.656879,0.653452,0.657087,0.689389
746,0.689476,0.686208,0.680116,0.674132,0.671692,0.662194,0.663967,0.660611,0.658496,0.651362,0.652244,0.647348,0.650733,0.650798,0.648012,0.684524
747,0.684471,0.684135,0.682297,0.678807,0.670828,0.666019,0.660009,0.659575,0.655777,0.658895,0.654271,0.651968,0.649513,0.650101,0.646833,0.685055
748,0.690217,0.683807,0.689017,0.674809,0.672939,0.669504,0.66387,0.658457,0.654438,0.653051,0.651434,0.655332,0.650221,0.652723,0.646138,0.686853
749,0.684042,0.684496,0.67727,0.672948,0.663951,0.661987,0.657758,0.656765,0.652282,0.65074,0.650372,0.64608,0.643295,0.645619,0.649396,0.682184
750,0.678183,0.681472,0.680641,0.670976,0.663549,0.664076,0.65662,0.64937,0.645157,0.65112,0.643411,0.648421,0.643187,0.641419,0.642201,0.676612
751,0.68222,0.679108,0.67767,0.668626,0.660864,0.660026,0.651917,0.652451,0.648553,0.643673,0.640101,0.646343,0.63786,0.636319,0.637885,0.675481
752,0.674666,0.67532,0.670762,0.666367,0.663232,0.655514,0.651673,0.64929,0.646597,0.643713,0.636799,0.632051,0.639632,0.639651,0.638694,0.673445
753,0.671289,0.676604,0.669573,0.664121,0.663211,0.649266,0.646481,0.645053,0.643116,0.64052,0.638319,0.634517,0.636558,0.635455,0.636412,0.674797
754,0.68177,0.678933,0.67231,0.663175,0.662016,0.653033,0.646897,0.64719,0.641931,0.646068,0.639263,0.634277,0.637186,0.636629,0.639018,0.672407
755,0.678588,0.678285,0.673887,0.66565,0.658706,0.645084,0.645074,0.646744,0.640447,0.639667,0.631269,0.637165,0.634613,0.637507,0.635541,0.662025
756,0.667826,0.669407,0.663955,0.658962,0.651341,0.646463,0.638189,0.635805,0.633414,0.635873,0.633906,0.632962,0.624596,0.625381,0.632548,0.666483
757,0.672188,0.670277,0.667773,0.661449,0.651104,0.648535,0.642906,0.637467,0.636121,0.634141,0.631348,0.632497,0.624788,0.633677,0.631175,0.668365
758,0.6654,0.666435,0.658822,0.65742,0.651794,0.646281,0.64077,0.639046,0.636203,0.633242,0.632028,0.629056,0.624897,0.630263,0.626206,0.673243
759,0.667252,0.667244,0.659276,0.657389,0.648824,0.64287,0.640287,0.63401,0.629443,0.627034,0.627074,0.630332,0.621248,0.623222,0.621658,0.666919
760,0.663979,0.66478,0.662996,0.658748,0.65239,0.644162,0.644066,0.634449,0.632505,0.632858,0.629015,0.624649,0.624492,0.621404,0.63138,0.662954
761,0.659061,0.659118,0.647936,0.649869,0.635743,0.63904,0.632345,0.635564,0.620644,0.626885,0.620408,0.623486,0.617209,0.614293,0.615071,0.658951
762,0.660235,0.662376,0.659374,0.650149,0.643687,0.638217,0.635278,0.63027,0.633962,0.624082,0.621972,0.622089,0.618404,0.620135,0.624838,0.660258
763,0.662055,0.654853,0.66034,0.651478,0.645251,0.642415,0.632379,0.632886,0.624385,0.622541,0.619508,0.623955,0.620607,0.618401,0.617898,0.662661
764,0.658634,0.659754,0.653586,0.652592,0.644081,0.634519,0.628548,0.622948,0.61868,0.615573,0.620384,0.617559,0.613298,0.612155,0.608503,0.656468
765,0.655755,0.650514,0.649396,0.641008,0.633605,0.628903,0.618419,0.623897,0.614859,0.614463,0.61151,0.604482,0.610951,0.606979,0.611925,0.653581
766,0.651207,0.652614,0.64164,0.640049,0.632954,0.626702,0.619841,0.61906,0.612339,0.60716,0.608261,0.608727,0.603884,0.607233,0.604529,0.645636
767,0.648722,0.643219,0.650683,0.637805,0.627321,0.623488,0.623818,0.608508,0.610628,0.606813,0.604697,0.60616,0.595617,0.602464,0.597214,0.645804
768,0.6544,0.655596,0.652319,0.649755,0.636603,0.629469,0.625399,0.61928,0.613678,0.615471,0.619204,0.612089,0.613615,0.611753,0.612375,0.653124
769,0.65235,0.643799,0.643227,0.638328,0.631323,0.626272,0.626521,0.614384,0.610052,0.605125,0.607445,0.605253,0.603418,0.60297,0.601444,0.639835
770,0.648501,0.646332,0.642909,0.630978,0.626937,0.622913,0.613915,0.606782,0.606376,0.603338,0.602089,0.596464,0.599798,0.598013,0.595448,0.642347
771,0.641891,0.639906,0.636535,0.632514,0.623863,0.619751,0.614777,0.609546,0.602843,0.595652,0.602733,0.600502,0.599313,0.589816,0.597397,0.639488
772,0.642015,0.645996,0.641171,0.627133,0.627927,0.619555,0.611651,0.610872,0.610346,0.607262,0.601774,0.599438,0.596046,0.599485,0.598302,0.641317
773,0.635421,0.636393,0.633453,0.620757,0.617129,0.614098,0.597326,0.603374,0.595376,0.587391,0.595122,0.589432,0.584082,0.593903,0.587025,0.640064
774,0.642562,0.630387,0.632859,0.624962,0.613518,0.613356,0.606403,0.598116,0.598346,0.595752,0.58968,0.593679,0.589797,0.5854,0.589879,0.634891
775,0.631107,0.633905,0.627469,0.621316,0.615573,0.605229,0.612455,0.602793,0.597242,0.594508,0.591607,0.587472,0.586377,0.5886,0.583493,0.633753
776,0.635875,0.631172,0.632499,0.620585,0.614831,0.611699,0.604238,0.59968,0.597022,0.59118,0.589177,0.588304,0.587853,0.592172,0.583981,0.629196
777,0.632676,0.63782,0.629388,0.625059,0.621677,0.61642,0.608941,0.604178,0.60003,0.599198,0.589434,0.586055,0.583874,0.583686,0.5866,0.626027
778,0.632893,0.631655,0.623657,0.61622,0.611369,0.610785,0.606418,0.593495,0.585692,0.591024,0.582533,0.584072,0.581609,0.58183,0.579122,0.626622
779,0.628978,0.621124,0.624538,0.622383,0.602464,0.602899,0.600948,0.58725,0.587819,0.588368,0.587047,0.575419,0.579146,0.583247,0.578509,0.625405
780,0.626509,0.623881,0.621207,0.612246,0.607577,0.599353,0.592926,0.590478,0.587156,0.580612,0.585199,0.578605,0.575034,0.578436,0.577196,0.620059
781,0.619287,0.623575,0.621028,0.611529,0.601964,0.596136,0.595153,0.592854,0.582603,0.58086,0.575394,0.578051,0.580968,0.576077,0.571634,0.625195
782,0.618108,0.615258,0.613139,0.607223,0.592998,0.587188,0.588315,0.578575,0.576246,0.569491,0.574389,0.572038,0.569382,0.565608,0.560306,0.621009
783,0.62081,0.615039,0.609442,0.609182,0.602075,0.589896,0.591085,0.583196,0.586629,0.573882,0.57801,0.565841,0.572078,0.56775,0.566618,0.621415
784,0.609943,0.610755,0.601316,0.599832,0.592094,0.589531,0.580328,0.579233,0.571713,0.571721,0.567586,0.563149,0.562131,0.564308,0.554617,0.604562
785,0.614339,0.613382,0.602797,0.60917,0.590153,0.593251,0.581023,0.57409,0.572051,0.572264,0.565969,0.565995,0.560568,0.559337,0.563234,0.615106
786,0.610879,0.607291,0.609177,0.603837,0.591011,0.583183,0.577382,0.576277,0.56653,0.569401,0.565629,0.559982,0.557134,0.55869,0.55904,0.605057
787,0.61029,0.61083,0.609085,0.593832,0.588385,0.583801,0.582577,0.574847,0.56885,0.56079,0.554492,0.562151,0.557187,0.557447,0.556772,0.606854
788,0.615051,0.601957,0.607085,0.593971,0.585157,0.582725,0.576685,0.574481,0.567197,0.561633,0.561089,0.551307,0.55637,0.555579,0.5492,0.60626
789,0.609506,0.607286,0.5968,0.59207,0.587063,0.584505,0.572361,0.573769,0.567387,0.5623,0.558661,0.556694,0.555132,0.55231,0.557092,0.60244
790,0.603691,0.598343,0.592972,0.586462,0.58337,0.567718,0.579767,0.56824,0.558979,0.5597,0.555834,0.556045,0.548655,0.548736,0.543825,0.599251
791,0.611717,0.592216,0.599213,0.590658,0.584139,0.57485,0.573464,0.568196,0.561261,0.563566,0.551642,0.541969,0.548543,0.547457,0.551333,0.598863
792,0.599777,0.604042,0.591075,0.581272,0.587655,0.572567,0.572508,0.563733,0.558769,0.556759,0.547713,0.547796,0.544385,0.54142,0.545953,0.599494
793,0.603355,0.605331,0.593942,0.587776,0.580348,0.570133,0.57036,0.563954,0.556438,0.560002,0.547273,0.548639,0.545873,0.541889,0.539937,0.599902
794,0.596097,0.58994,0.58771,0.579947,0.57762,0.560686,0.558243,0.544881,0.55234,0.545255,0.544517,0.54342,0.536188,0.538007,0.537675,0.584114
795,0.589214,0.586055,0.584013,0.581894,0.575707,0.568764,0.561719,0.552841,0.549349,0.550248,0.542454,0.544674,0.544074,0.537414,0.537324,0.589495
796,0.589727,0.597986,0.586827,0.574587,0.573861,0.56623,0.555647,0.547466,0.549502,0.540213,0.542831,0.544866,0.539327,0.535529,0.535088,0.594239
797,0.599502,0.594757,0.585332,0.581908,0.572572,0.561318,0.566984,0.561493,0.55551,0.55085,0.546857,0.532072,0.537057,0.533228,0.532548,0.591673
798,0.595498,0.594499,0.582252,0.579257,0.575832,0.565401,0.559428,0.559507,0.550865,0.553997,0.543023,0.544559,0.546227,0.537636,0.536941,0.588354
799,0.580961,0.588482,0.575258,0.569013,0.570323,0.556631,0.557315,0.544145,0.541524,0.535482,0.540456,0.539408,0.532666,0.527395,0.53194,0.575577
800,0.59111,0.580076,0.58182,0.575957,0.560216,0.556987,0.553478,0.543497,0.536447,0.544296,0.534336,0.529761,0.5301,0.526447,0.52487,0.578103
