e,norm,nbkg,flat,fbkg,nder,nsec
6213.4561,7.46E-03,7.46E-03,7.46E-03,7.46E-03,1.21E-05,-6.78E-06
6219.2095,7.53E-03,7.53E-03,7.53E-03,7.53E-03,-2.70E-05,-5.26E-06
6224.9751,7.15E-03,7.15E-03,7.15E-03,7.15E-03,-4.85E-05,-1.45E-08
6230.7593,6.97E-03,6.97E-03,6.97E-03,6.97E-03,-2.71E-05,1.99E-06
6236.4192,6.84E-03,6.84E-03,6.84E-03,6.84E-03,-2.58E-05,-2.77E-08
6242.115,6.68E-03,6.68E-03,6.68E-03,6.68E-03,-2.74E-05,-5.76E-07
6247.9869,6.52E-03,6.52E-03,6.52E-03,6.52E-03,-3.24E-05,-1.46E-06
6253.8607,6.30E-03,6.30E-03,6.30E-03,6.30E-03,-4.46E-05,-1.67E-06
6259.5858,6.01E-03,6.01E-03,6.01E-03,6.01E-03,-5.18E-05,3.64E-07
6265.3509,5.70E-03,5.70E-03,5.70E-03,5.70E-03,-4.04E-05,2.27E-06
6271.2881,5.53E-03,5.53E-03,5.53E-03,5.53E-03,-2.52E-05,1.86E-06
6277.0638,5.41E-03,5.41E-03,5.41E-03,5.41E-03,-1.87E-05,-1.07E-06
6282.8421,5.32E-03,5.32E-03,5.32E-03,5.32E-03,-3.76E-05,-4.74E-06
6288.7995,4.97E-03,4.97E-03,4.97E-03,4.97E-03,-7.43E-05,-6.86E-07
6294.7678,4.43E-03,4.43E-03,4.43E-03,4.43E-03,-4.57E-05,5.13E-06
6300.5787,4.43E-03,4.43E-03,4.43E-03,4.43E-03,-1.39E-05,1.05E-06
6306.3796,4.27E-03,4.27E-03,4.27E-03,4.27E-03,-3.35E-05,-5.48E-06
6312.3714,4.03E-03,4.03E-03,4.03E-03,4.03E-03,-7.86E-05,-6.13E-06
6318.372,3.33E-03,3.33E-03,3.33E-03,3.33E-03,-1.07E-04,4.60E-06
6324.3719,2.75E-03,2.75E-03,2.75E-03,2.75E-03,-2.34E-05,1.25E-05
6330.2072,3.05E-03,3.05E-03,3.05E-03,3.05E-03,4.11E-05,3.22E-07
6336.0569,3.23E-03,3.23E-03,3.23E-03,3.23E-03,-1.96E-05,-7.12E-06
6342.1056,2.82E-03,2.82E-03,2.82E-03,2.82E-03,-4.37E-05,-1.52E-06
6348.1765,2.70E-03,2.70E-03,2.70E-03,2.70E-03,-3.81E-05,-5.08E-07
6354.0752,2.36E-03,2.36E-03,2.36E-03,2.36E-03,-4.98E-05,2.25E-06
6359.9742,2.11E-03,2.11E-03,2.11E-03,2.11E-03,-1.15E-05,2.03E-06
6366.0657,2.22E-03,2.22E-03,2.22E-03,2.22E-03,-2.54E-05,-1.11E-06
6372.1707,1.80E-03,1.80E-03,1.80E-03,1.80E-03,-2.50E-05,2.38E-06
6378.1219,1.92E-03,1.92E-03,1.92E-03,1.92E-03,3.29E-06,-1.31E-07
6384.056,1.84E-03,1.84E-03,1.84E-03,1.84E-03,-2.66E-05,-3.34E-06
6390.1792,1.60E-03,1.60E-03,1.60E-03,1.60E-03,-3.70E-05,-3.31E-07
6396.3252,1.39E-03,1.39E-03,1.39E-03,1.39E-03,-3.06E-05,5.41E-08
6402.4844,1.23E-03,1.23E-03,1.23E-03,1.23E-03,-3.64E-05,-9.80E-07
6408.4683,9.47E-04,9.47E-04,9.47E-04,9.47E-04,-4.25E-05,1.11E-07
6414.4709,7.16E-04,7.16E-04,7.16E-04,7.16E-04,-3.50E-05,2.04E-06
6420.672,5.20E-04,5.20E-04,5.20E-04,5.20E-04,-1.76E-05,6.87E-07
6426.898,4.97E-04,4.97E-04,4.97E-04,4.97E-04,-2.65E-05,-6.35E-07
6432.9589,1.94E-04,1.94E-04,1.94E-04,1.94E-04,-2.54E-05,2.00E-06
6439.0277,1.89E-04,1.89E-04,1.89E-04,1.89E-04,-2.19E-06,-8.02E-07
6445.3155,1.67E-04,1.67E-04,1.67E-04,1.67E-04,-3.53E-05,-4.38E-06
6451.6271,-2.56E-04,-2.56E-04,-2.56E-04,-2.56E-04,-5.74E-05,9.70E-07
6457.7758,-5.48E-04,-5.48E-04,-5.48E-04,-5.48E-04,-2.32E-05,5.35E-06
6463.9452,-5.42E-04,-5.42E-04,-5.42E-04,-5.42E-04,8.53E-06,1.03E-06
6470.0998,-4.43E-04,-4.43E-04,-4.43E-04,-4.43E-04,-1.05E-05,-2.47E-06
6476.2716,-6.72E-04,-6.72E-04,-6.72E-04,-6.72E-04,-2.19E-05,1.22E-06
6482.6317,-7.18E-04,-7.18E-04,-7.18E-04,-7.18E-04,4.70E-06,1.73E-06
6488.8072,-6.13E-04,-6.13E-04,-6.13E-04,-6.13E-04,-1.77E-07,-8.57E-07
6495.0038,-7.20E-04,-7.20E-04,-7.20E-04,-7.20E-04,-5.90E-06,-1.09E-06
6499.984,-6.79E-04,-6.79E-04,-6.79E-04,-6.79E-04,-1.23E-05,-3.96E-06
6501.8179,-8.04E-04,-8.04E-04,-8.04E-04,-8.04E-04,-3.29E-05,5.39E-04
6502.0082,-7.45E-04,-7.45E-04,-7.45E-04,-7.45E-04,1.08E-03,1.24E-03
6502.3673,-2.11E-04,-2.11E-04,-2.11E-04,-2.11E-04,6.46E-04,-1.78E-03
6502.8634,-1.93E-04,-1.93E-04,-1.93E-04,-1.93E-04,-4.43E-04,-1.37E-03
6503.324,-6.35E-04,-6.35E-04,-6.35E-04,-6.35E-04,-6.60E-04,3.91E-04
6503.6405,-7.06E-04,-7.06E-04,-7.06E-04,-7.06E-04,-1.38E-04,1.40E-03
6503.9963,-7.28E-04,-7.28E-04,-7.28E-04,-7.28E-04,2.82E-04,9.54E-04
6504.3912,-4.94E-04,-4.94E-04,-4.94E-04,-4.94E-04,5.78E-04,-4.44E-04
6504.7862,-2.71E-04,-2.71E-04,-2.71E-04,-2.71E-04,-6.85E-05,-1.37E-03
6505.1812,-5.48E-04,-5.48E-04,-5.48E-04,-5.48E-04,-5.06E-04,-3.58E-05
6505.3717,-5.67E-04,-5.67E-04,-5.67E-04,-5.67E-04,-8.95E-05,3.77E-03
6505.5621,-5.82E-04,-5.82E-04,-5.82E-04,-5.82E-04,9.30E-04,4.02E-04
6505.9216,-5.57E-05,-5.57E-05,-5.57E-05,-5.57E-05,1.31E-04,-2.02E-03
6506.4165,-4.70E-04,-4.70E-04,-4.70E-04,-4.70E-04,-7.95E-04,-6.77E-04
6506.8758,-8.14E-04,-8.14E-04,-8.14E-04,-8.14E-04,-5.15E-04,4.21E-05
6507.1963,-8.72E-04,-8.72E-04,-8.72E-04,-8.72E-04,-7.62E-04,1.34E-03
6507.5525,-1.33E-03,-1.33E-03,-1.33E-03,-1.33E-03,3.94E-04,2.20E-03
6507.9479,-5.76E-04,-5.76E-04,-5.76E-04,-5.76E-04,8.93E-04,-2.04E-04
6508.3469,-6.21E-04,-6.21E-04,-6.21E-04,-6.21E-04,2.32E-04,-8.59E-04
6508.7424,-3.92E-04,-3.92E-04,-3.92E-04,-3.92E-04,2.11E-04,-1.33E-03
6508.933,-4.97E-04,-4.97E-04,-4.97E-04,-4.97E-04,-5.48E-04,-8.87E-04
6509.1237,-6.01E-04,-6.01E-04,-6.01E-04,-6.01E-04,-1.27E-04,1.24E-03
6509.4836,-5.67E-04,-5.67E-04,-5.67E-04,-5.67E-04,1.36E-04,2.46E-04
6509.9808,-4.85E-04,-4.85E-04,-4.85E-04,-4.85E-04,8.35E-05,-4.11E-04
6510.446,-4.87E-04,-4.87E-04,-4.87E-04,-4.87E-04,-2.60E-04,-3.28E-04
6510.7669,-6.89E-04,-6.89E-04,-6.89E-04,-6.89E-04,-1.75E-04,1.39E-03
6511.1235,-6.05E-04,-6.05E-04,-6.05E-04,-6.05E-04,6.82E-04,4.34E-04
6511.5229,-1.73E-04,-1.73E-04,-1.73E-04,-1.73E-04,1.54E-04,-1.29E-03
6511.9188,-4.83E-04,-4.83E-04,-4.83E-04,-4.83E-04,-3.45E-04,2.88E-04
6512.1168,-3.78E-04,-3.78E-04,-3.78E-04,-3.78E-04,3.25E-04,5.43E-04
6512.3147,-3.54E-04,-3.54E-04,-3.54E-04,-3.54E-04,-1.30E-04,4.20E-04
6512.6965,-4.53E-04,-4.53E-04,-4.53E-04,-4.53E-04,5.68E-04,4.68E-04
6513.0568,6.73E-05,6.73E-05,6.73E-05,6.73E-05,2.18E-04,-7.30E-04
6513.551,-2.67E-04,-2.67E-04,-2.67E-04,-2.67E-04,-5.55E-05,-3.59E-04
6514.0132,1.42E-05,1.42E-05,1.42E-05,1.42E-05,-1.25E-04,-3.67E-04
6514.3345,-3.65E-04,-3.65E-04,-3.65E-04,-3.65E-04,-3.43E-04,6.64E-04
6514.6879,-2.17E-04,-2.17E-04,-2.17E-04,-2.17E-04,3.22E-04,1.17E-03
6515.0878,-1.22E-04,-1.22E-04,-1.22E-04,-1.22E-04,5.42E-04,-7.07E-04
6515.4841,2.15E-04,2.15E-04,2.15E-04,2.15E-04,-2.41E-04,-1.23E-03
6515.8805,-3.13E-04,-3.13E-04,-3.13E-04,-3.13E-04,-4.30E-04,2.66E-03
6516.0716,-3.78E-05,-3.78E-05,-3.78E-05,-3.78E-05,1.32E-03,-3.87E-05
6516.2627,1.92E-04,1.92E-04,1.92E-04,1.92E-04,-4.44E-04,-2.63E-03
6516.6234,-2.83E-04,-2.83E-04,-2.83E-04,-2.83E-04,-1.28E-04,1.28E-03
6517.1218,8.24E-05,8.24E-05,8.24E-05,8.24E-05,6.53E-04,8.95E-04
6517.5845,3.45E-04,3.45E-04,3.45E-04,3.45E-04,7.32E-04,-2.37E-04
6517.9026,6.54E-04,6.54E-04,6.54E-04,6.54E-04,4.69E-04,-1.67E-03
6518.26,6.62E-04,6.62E-04,6.62E-04,6.62E-04,-3.95E-04,-4.17E-04
6518.6567,3.56E-04,3.56E-04,3.56E-04,3.56E-04,1.54E-04,1.10E-03
6519.0535,7.84E-04,7.84E-04,7.84E-04,7.84E-04,4.77E-04,1.87E-04
6519.454,7.36E-04,7.36E-04,7.36E-04,7.36E-04,3.03E-04,7.97E-04
6519.6453,9.63E-04,9.63E-04,9.63E-04,9.63E-04,9.49E-04,-3.36E-03
6519.8366,1.10E-03,1.10E-03,1.10E-03,1.10E-03,-9.81E-04,-2.04E-03
6520.2013,4.17E-04,4.17E-04,4.17E-04,4.17E-04,-1.83E-04,1.74E-03
6520.6985,9.41E-04,9.41E-04,9.41E-04,9.41E-04,5.16E-04,3.21E-04
6521.1635,9.13E-04,9.13E-04,9.13E-04,9.13E-04,1.26E-04,1.94E-04
6521.4855,1.04E-03,1.04E-03,1.04E-03,1.04E-03,6.69E-04,3.37E-04
6521.8398,1.37E-03,1.37E-03,1.37E-03,1.37E-03,3.54E-04,-8.55E-04
6522.2405,1.31E-03,1.31E-03,1.31E-03,1.31E-03,2.32E-05,-2.18E-04
6522.6342,1.38E-03,1.38E-03,1.38E-03,1.38E-03,1.81E-04,1.88E-04
6523.0315,1.45E-03,1.45E-03,1.45E-03,1.45E-03,1.72E-04,8.38E-05
6523.2248,1.49E-03,1.49E-03,1.49E-03,1.49E-03,2.30E-04,6.40E-04
6523.4182,1.54E-03,1.54E-03,1.54E-03,1.54E-03,4.20E-04,-1.30E-04
6523.7762,1.72E-03,1.72E-03,1.72E-03,1.72E-03,1.59E-04,-6.62E-04
6524.2757,1.68E-03,1.68E-03,1.68E-03,1.68E-03,-1.48E-04,-2.24E-05
6524.7359,1.57E-03,1.57E-03,1.57E-03,1.57E-03,1.37E-04,6.43E-04
6525.0547,1.78E-03,1.78E-03,1.78E-03,1.78E-03,3.53E-04,-3.81E-04
6525.4129,1.81E-03,1.81E-03,1.81E-03,1.81E-03,-1.21E-04,-3.07E-04
6525.8106,1.69E-03,1.69E-03,1.69E-03,1.69E-03,1.20E-04,6.83E-04
6526.2083,1.91E-03,1.91E-03,1.91E-03,1.91E-03,4.22E-04,5.45E-04
6526.6097,2.03E-03,2.03E-03,2.03E-03,2.03E-03,5.56E-04,9.31E-04
6526.7996,2.24E-03,2.24E-03,2.24E-03,2.24E-03,9.73E-04,-5.74E-04
6526.9896,2.40E-03,2.40E-03,2.40E-03,2.40E-03,3.37E-04,-9.78E-04
6527.3516,2.42E-03,2.42E-03,2.42E-03,2.42E-03,4.33E-04,3.36E-04
6527.8517,2.77E-03,2.77E-03,2.77E-03,2.77E-03,6.27E-04,-1.95E-04
6528.3196,3.03E-03,3.03E-03,3.03E-03,3.03E-03,2.44E-04,4.25E-04
6528.6387,2.96E-03,2.96E-03,2.96E-03,2.96E-03,9.62E-04,-8.29E-04
6528.9938,3.68E-03,3.68E-03,3.68E-03,3.68E-03,-3.15E-04,-1.87E-03
6529.3955,2.72E-03,2.72E-03,2.72E-03,2.72E-03,-4.56E-04,1.88E-03
6529.7937,3.31E-03,3.31E-03,3.31E-03,3.31E-03,1.19E-03,1.39E-03
6530.1919,3.67E-03,3.67E-03,3.67E-03,3.67E-03,6.55E-04,-1.50E-03
6530.3857,3.70E-03,3.70E-03,3.70E-03,3.70E-03,2.99E-04,1.78E-03
6530.5794,3.79E-03,3.79E-03,3.79E-03,3.79E-03,1.34E-03,3.57E-04
6530.9455,4.45E-03,4.45E-03,4.45E-03,4.45E-03,4.99E-04,-1.22E-03
6531.4425,4.22E-03,4.22E-03,4.22E-03,4.22E-03,2.91E-04,9.33E-04
6531.9074,4.74E-03,4.74E-03,4.74E-03,4.74E-03,1.40E-03,1.33E-03
6532.2269,5.31E-03,5.31E-03,5.31E-03,5.31E-03,1.33E-03,-2.12E-04
6532.586,5.64E-03,5.64E-03,5.64E-03,5.64E-03,1.25E-03,-4.92E-04
6532.9845,6.26E-03,6.26E-03,6.26E-03,6.26E-03,9.62E-04,-5.79E-04
6533.3832,6.41E-03,6.41E-03,6.41E-03,6.41E-03,7.92E-04,3.17E-04
6533.7819,6.90E-03,6.90E-03,6.90E-03,6.90E-03,1.21E-03,6.44E-04
6533.9723,7.12E-03,7.12E-03,7.12E-03,7.12E-03,1.17E-03,3.93E-03
6534.1627,7.34E-03,7.34E-03,7.34E-03,7.34E-03,2.71E-03,3.46E-03
6534.5255,8.62E-03,8.62E-03,8.62E-03,8.62E-03,3.09E-03,1.62E-03
6535.0268,1.00E-02,1.00E-02,1.00E-02,1.00E-02,4.11E-03,3.84E-03
6535.4922,1.26E-02,1.26E-02,1.26E-02,1.26E-02,6.80E-03,8.74E-03
6535.812,1.53E-02,1.53E-02,1.53E-02,1.53E-02,1.10E-02,1.09E-02
6536.1679,2.00E-02,2.00E-02,2.00E-02,2.00E-02,1.41E-02,9.48E-03
6536.567,2.60E-02,2.60E-02,2.60E-02,2.60E-02,1.81E-02,1.14E-02
6536.9661,3.45E-02,3.45E-02,3.45E-02,3.45E-02,2.32E-02,8.68E-03
6537.3652,4.46E-02,4.46E-02,4.46E-02,4.46E-02,2.51E-02,2.49E-03
6537.5576,4.93E-02,4.93E-02,4.93E-02,4.93E-02,2.47E-02,-1.66E-02
6537.75,5.41E-02,5.41E-02,5.41E-02,5.41E-02,1.87E-02,-1.52E-02
6538.286,6.29E-02,6.29E-02,6.29E-02,6.29E-02,1.36E-02,-7.47E-03
6538.7716,6.80E-02,6.80E-02,6.80E-02,6.80E-02,1.11E-02,-1.01E-03
6539.0811,7.17E-02,7.17E-02,7.17E-02,7.17E-02,1.28E-02,7.81E-05
6539.4013,7.61E-02,7.61E-02,7.61E-02,7.61E-02,1.11E-02,-1.34E-02
6539.7576,7.92E-02,7.92E-02,7.92E-02,7.92E-02,3.74E-03,-2.03E-02
6540.1571,7.89E-02,7.89E-02,7.89E-02,7.89E-02,-4.24E-03,-1.40E-02
6540.5603,7.58E-02,7.58E-02,7.58E-02,7.58E-02,-7.49E-03,-3.33E-03
6540.9599,7.29E-02,7.29E-02,7.29E-02,7.29E-02,-6.92E-03,2.63E-03
6541.1543,7.17E-02,7.17E-02,7.17E-02,7.17E-02,-5.93E-03,9.39E-03
6541.3487,7.06E-02,7.06E-02,7.06E-02,7.06E-02,-3.26E-03,8.53E-03
6541.8853,6.93E-02,6.93E-02,6.93E-02,6.93E-02,3.07E-04,7.07E-03
6542.3679,7.09E-02,7.09E-02,7.09E-02,7.09E-02,3.94E-03,1.07E-02
6542.6813,7.25E-02,7.25E-02,7.25E-02,7.25E-02,8.79E-03,1.58E-02
6542.9983,7.64E-02,7.64E-02,7.64E-02,7.64E-02,1.39E-02,1.09E-02
6543.355,8.18E-02,8.18E-02,8.18E-02,8.18E-02,1.62E-02,9.77E-03
6543.7514,8.86E-02,8.86E-02,8.86E-02,8.86E-02,2.13E-02,1.48E-02
6544.1514,9.88E-02,9.88E-02,9.88E-02,9.88E-02,2.80E-02,1.76E-02
6544.5515,0.11096623,0.11096623,0.11096623,0.11096623,3.54E-02,2.39E-02
6544.9372,0.12655595,0.12655595,0.12655595,0.12655595,4.67E-02,3.33E-02
6545.3013,0.14601452,0.14601452,0.14601452,0.14601452,6.03E-02,3.67E-02
6545.6474,0.16940968,0.16940968,0.16940968,0.16940968,7.28E-02,4.20E-02
6545.9612,0.19407421,0.19407421,0.19407421,0.19407421,8.81E-02,4.24E-02
6546.2713,0.2243424,0.2243424,0.2243424,0.2243424,9.93E-02,2.24E-02
6546.5923,0.25674647,0.25674646,0.25674646,0.25674646,0.10216059,-5.59E-04
6546.9458,0.29324819,0.29324819,0.29324819,0.29324819,9.89E-02,-8.68E-03
6547.3426,0.33097063,0.33097062,0.33097062,0.33097062,9.56E-02,-3.32E-03
6547.7467,0.36985187,0.36985186,0.36985186,0.36985186,9.63E-02,1.65E-03
6548.1472,0.40842505,0.40842504,0.40842504,0.40842504,9.70E-02,5.18E-03
6548.5334,0.44613924,0.44613923,0.44613923,0.44613923,0.10033738,1.05E-02
6548.9015,0.48410954,0.48410953,0.48410953,0.48410953,0.10490881,1.56E-02
6549.2481,0.52111578,0.52111577,0.52111577,0.52111577,0.11148915,1.69E-02
6549.5658,0.55816319,0.55816318,0.55816318,0.55816318,0.11611141,5.19E-03
6549.8763,0.59405593,0.59405591,0.59405591,0.59405591,0.1147467,-1.10E-02
6550.1976,0.63066773,0.63066772,0.63066772,0.63066772,0.10913292,-2.35E-02
6550.5515,0.66774968,0.66774966,0.66774966,0.66774966,9.89E-02,-1.86E-02
6550.9524,0.70528784,0.70528782,0.70528782,0.70528782,9.51E-02,-1.66E-03
6551.357,0.7443468,0.74434678,0.74434678,0.74434678,9.75E-02,4.65E-03
6551.758,0.78384611,0.78384609,0.78384609,0.78384609,9.88E-02,6.73E-03
6552.1446,0.8221989,0.82219888,0.82219888,0.82219888,0.10281851,1.51E-02
6552.5095,0.86112038,0.86112037,0.86112037,0.86112037,0.11018736,2.57E-02
6552.8601,0.90103928,0.90103926,0.90103926,0.90103926,0.12122266,3.35E-02
6553.1781,0.9421707,0.94217068,0.94217068,0.94217068,0.13256289,2.44E-02
6553.4854,0.98393138,0.98393136,0.98393136,0.98393136,0.13646279,-3.10E-04
6553.8071,1.0280035,2.3654384,1.0280049,2.3654398,0.1323679,-2.50E-02
6554.1578,1.0729398,2.7889314,1.0729622,2.7889538,0.11968245,-2.83E-02
6554.5592,1.1180111,2.6451234,1.1180577,2.6451699,0.11111346,-1.48E-02
6554.9606,1.1621382,2.5091508,1.1622088,2.5092213,0.1078413,-1.02E-02
6555.3621,1.204594,2.380794,1.2046886,2.3808886,0.10289366,-1.15E-02
6555.7491,1.2432706,2.2640677,1.2433883,2.2641855,9.88E-02,-1.25E-02
6556.1181,1.2792817,2.1590156,1.2794215,2.1591554,9.34E-02,-1.42E-02
6556.4691,1.3105225,2.0645866,1.3106832,2.0647473,8.86E-02,-1.45E-02
6556.7875,1.3385884,1.9834106,1.3387681,1.9835903,8.37E-02,-2.85E-02
6557.0987,1.363248,1.9080995,1.3634462,1.9082977,7.06E-02,-4.67E-02
6557.4172,1.3830661,1.8350429,1.3832832,1.83526,5.43E-02,-5.09E-02
6557.7719,1.3998121,1.7583201,1.4000503,1.7585583,3.63E-02,-4.37E-02
6558.1737,1.4105569,1.6771354,1.410819,1.6773975,2.12E-02,-3.35E-02
6558.5756,1.4168654,1.60181,1.4171513,1.602096,9.42E-03,-3.00E-02
6558.9775,1.418127,1.5321234,1.4184367,1.5324331,-2.86E-03,-3.33E-02
6559.3687,1.4145993,1.4695228,1.4149321,1.4698557,-1.70E-02,-3.86E-02
6559.7381,1.4052181,1.4149267,1.4055728,1.4152814,-3.22E-02,-4.19E-02
6560.0894,1.3913789,1.3669265,1.3917543,1.3673019,-4.72E-02,-4.33E-02
6560.4119,1.3734142,1.3261182,1.3738087,1.3265126,-6.14E-02,-3.90E-02
