e,xmu,bkg,pre_edge,post_edge,der,sec,chie
6901.1973,0.55180515,0.55295794,0.1842305,0.55511481,-3.02E-05,3.57E-06,-3.07E-03
6904.6454,0.55186116,0.55322519,0.18452125,0.55540381,-6.21E-05,-9.07E-06,-3.64E-03
6908.2909,0.55136446,0.55351015,0.18482866,0.55571017,-9.46E-05,3.83E-06,-5.72E-03
6911.945,0.55117069,0.55379833,0.18513679,0.5560181,-3.41E-05,1.04E-05,-7.01E-03
6915.7889,0.55110841,0.55410435,0.18546092,0.55634293,-1.64E-05,1.07E-05,-7.99E-03
6919.8484,0.55104085,0.55443083,0.18580323,0.55668698,5.07E-05,1.91E-05,-9.04E-03
6923.9194,0.55152074,0.55476176,0.18614651,0.55703306,1.39E-04,1.24E-05,-8.64E-03
6927.9836,0.55217348,0.55509579,0.18648922,0.5573796,1.51E-04,6.24E-06,-7.79E-03
6932.0625,0.55275415,0.55543475,0.18683317,0.55772844,1.90E-04,1.03E-05,-7.15E-03
6936.1481,0.55372529,0.55577795,0.18717768,0.5580789,2.36E-04,9.62E-06,-5.48E-03
6940.4328,0.55472536,0.55614176,0.18753898,0.55844758,2.71E-04,4.63E-06,-3.78E-03
6944.7421,0.55605047,0.55651162,0.18790236,0.55881954,2.75E-04,-2.63E-06,-1.23E-03
6948.8417,0.55704023,0.5568671,0.18824805,0.55917448,2.48E-04,-4.93E-06,4.62E-04
6952.9512,0.55808987,0.55722691,0.18859459,0.55953135,2.35E-04,-5.36E-06,2.30E-03
6957.0756,0.55897394,0.55759146,0.18894238,0.55989058,2.04E-04,-7.66E-06,3.69E-03
6961.2048,0.55977609,0.55795982,0.18929056,0.5602513,1.72E-04,-8.74E-06,4.84E-03
6965.3415,0.56039256,0.55833219,0.18963939,0.56061376,1.32E-04,-1.08E-05,5.50E-03
6969.4748,0.56086841,0.55870752,0.18998792,0.56097699,8.25E-05,-9.85E-06,5.76E-03
6973.5999,0.56107349,0.55908531,0.19033577,0.56134059,5.07E-05,-3.36E-06,5.30E-03
6977.743,0.5612877,0.5594679,0.19068513,0.56170684,5.47E-05,7.68E-07,4.85E-03
6981.89,0.56152659,0.55985395,0.19103482,0.56207452,5.71E-05,-2.52E-06,4.46E-03
6986.0346,0.56176095,0.56024282,0.19138431,0.56244308,3.38E-05,-1.29E-06,4.05E-03
6990.194,0.56180728,0.56063606,0.19173504,0.56281403,4.64E-05,1.92E-06,3.12E-03
6994.3531,0.56214687,0.56103221,0.19208576,0.56318605,4.97E-05,-4.29E-06,2.97E-03
6998.5149,0.56222111,0.56143148,0.19243669,0.56355941,1.07E-05,-5.38E-06,2.11E-03
7002.691,0.56223598,0.56183495,0.19278884,0.56393515,4.87E-06,2.85E-06,1.07E-03
7006.8665,0.56226177,0.56224112,0.19314093,0.56431193,3.45E-05,2.45E-06,5.51E-05
7011.043,0.56252426,0.5626501,0.19349311,0.5646899,2.53E-05,1.12E-06,-3.36E-04
7015.2289,0.56247345,0.56306263,0.19384608,0.56506982,4.39E-05,6.99E-06,-1.57E-03
7019.4208,0.5628917,0.56347834,0.19419956,0.5654514,8.39E-05,7.06E-06,-1.56E-03
7023.6146,0.56317702,0.56389677,0.1945532,0.56583426,1.03E-04,4.76E-06,-1.92E-03
7027.8086,0.56375649,0.56431768,0.19490686,0.56621825,1.24E-04,3.76E-06,-1.50E-03
7031.9941,0.56421476,0.56474012,0.19525979,0.56660256,1.35E-04,3.60E-06,-1.40E-03
7036.1893,0.56488479,0.56516587,0.19561355,0.56698888,1.54E-04,2.37E-07,-7.50E-04
7040.3877,0.56550781,0.56559422,0.19596757,0.56737659,1.37E-04,1.21E-06,-2.30E-04
7044.59,0.56603249,0.56602517,0.19632193,0.56776579,1.64E-04,4.83E-06,1.95E-05
7049.015,0.56692478,0.56648127,0.19669506,0.5681768,1.78E-04,-5.16E-06,1.18E-03
7053.4231,0.56760751,0.56693792,0.19706677,0.56858748,1.19E-04,-1.03E-05,1.79E-03
7057.6329,0.56794751,0.56737608,0.19742175,0.56898082,8.96E-05,-3.91E-06,1.52E-03
7061.8614,0.56836328,0.56781816,0.19777832,0.56937704,8.57E-05,-3.02E-06,1.45E-03
7066.0841,0.56867189,0.56826152,0.1981344,0.56977385,6.41E-05,-3.04E-06,1.09E-03
7070.3075,0.56890451,0.56870678,0.19849053,0.57017183,6.00E-05,-2.27E-06,5.27E-04
7074.5277,0.56917869,0.56915345,0.19884639,0.57057064,4.49E-05,-3.79E-06,6.73E-05
7078.9552,0.56929287,0.56962389,0.19921974,0.57099025,2.72E-05,-8.65E-07,-8.83E-04
7083.6144,0.56942606,0.57012087,0.19961262,0.57143316,3.71E-05,4.45E-06,-1.85E-03
7088.4897,0.56964612,0.57064292,0.20002372,0.57189806,6.97E-05,5.85E-06,-2.66E-03
7093.3561,0.57010497,0.57116597,0.20043408,0.57236362,9.41E-05,3.98E-06,-2.83E-03
7098.25,0.57056444,0.57169389,0.20084675,0.57283331,1.09E-04,2.76E-06,-3.01E-03
7103.1522,0.57116862,0.57222458,0.20126012,0.57330532,1.21E-04,2.61E-06,-2.82E-03
7107.8474,0.57172697,0.5727346,0.20165604,0.57375881,1.34E-04,1.71E-06,-2.69E-03
7112.5573,0.57242517,0.57324787,0.20205319,0.57421511,1.37E-04,3.34E-06,-2.19E-03
7117.4984,0.57305132,0.57378812,0.20246985,0.57469532,1.66E-04,6.12E-06,-1.97E-03
7122.4162,0.57406048,0.57432757,0.20288454,0.5751748,1.98E-04,1.19E-07,-7.12E-04
7127.3451,0.57499621,0.57486997,0.20330016,0.57565689,1.67E-04,-5.97E-06,3.37E-04
7132.2774,0.57570774,0.57541443,0.20371607,0.57614084,1.39E-04,-2.81E-06,7.82E-04
7136.9924,0.57633376,0.57593645,0.20411365,0.5766049,1.40E-04,-8.00E-07,1.06E-03
7141.9478,0.57706136,0.57648669,0.20453151,0.57709414,1.31E-04,-2.03E-06,1.53E-03
7146.9417,0.5776362,0.57704282,0.20495262,0.57758875,1.20E-04,-1.66E-07,1.58E-03
7151.7026,0.57823017,0.57757447,0.20535408,0.57806173,1.29E-04,2.74E-07,1.75E-03
7156.4527,0.57886588,0.57810633,0.20575462,0.57853508,1.22E-04,5.09E-07,2.03E-03
7161.4185,0.57941963,0.5786638,0.20617336,0.57903143,1.34E-04,2.70E-07,2.02E-03
7166.3937,0.5802003,0.5792238,0.20659289,0.57953029,1.25E-04,-5.45E-06,2.60E-03
7171.3602,0.5806634,0.57978425,0.20701169,0.58002984,8.00E-05,-4.10E-06,2.35E-03
7176.3528,0.58099723,0.58034903,0.20743268,0.58053356,8.42E-05,1.19E-06,1.73E-03
7181.3468,0.58150468,0.58091535,0.2078538,0.58103902,9.19E-05,-1.19E-07,1.57E-03
7186.3527,0.58191655,0.58148434,0.20827591,0.58154724,8.31E-05,-1.53E-07,1.15E-03
7191.1604,0.58231975,0.58203202,0.20868131,0.58203684,9.04E-05,-9.40E-09,7.67E-04
7195.9624,0.58278559,0.58258023,0.20908624,0.58252731,8.30E-05,-1.40E-06,5.48E-04
7200.9948,0.58313567,0.58315593,0.20951059,0.58304287,7.66E-05,1.34E-06,-5.41E-05
7206.0362,0.5835576,0.58373386,0.2099357,0.58356095,9.65E-05,3.89E-06,-4.70E-04
7211.0757,0.58410839,0.58431275,0.21036065,0.58408044,1.16E-04,1.38E-06,-5.45E-04
7216.1582,0.58472985,0.58489771,0.21078923,0.58460598,1.10E-04,-2.83E-06,-4.48E-04
7221.0229,0.58520752,0.58545863,0.21119943,0.58511052,8.76E-05,-5.34E-07,-6.70E-04
7225.9032,0.58558382,0.58602235,0.21161096,0.58561819,1.05E-04,2.92E-06,-1.17E-03
7231.0224,0.58626042,0.58661467,0.21204263,0.58615233,1.17E-04,5.11E-07,-9.45E-04
7236.1295,0.58677809,0.58720659,0.21247328,0.58668684,1.11E-04,-8.06E-07,-1.14E-03
7241.0485,0.58736849,0.58777762,0.21288807,0.58720322,1.09E-04,-8.41E-07,-1.09E-03
7246.1661,0.58786911,0.58837259,0.21331961,0.58774207,1.02E-04,2.54E-07,-1.34E-03
7251.3017,0.58841514,0.58897055,0.21375266,0.58828447,1.11E-04,2.24E-06,-1.48E-03
7256.23,0.58898934,0.58954518,0.21416823,0.58880655,1.25E-04,1.52E-06,-1.48E-03
7261.1661,0.58964442,0.59012145,0.21458446,0.58933098,1.26E-04,8.64E-08,-1.27E-03
7266.3384,0.59026632,0.59072607,0.21502061,0.58988216,1.25E-04,1.69E-07,-1.23E-03
7271.4986,0.59094106,0.59133001,0.21545574,0.59043373,1.28E-04,2.16E-06,-1.04E-03
7276.6886,0.59159197,0.59193813,0.21589339,0.59099018,1.48E-04,1.60E-06,-9.23E-04
7282.0784,0.5925056,0.59257036,0.21634787,0.59156984,1.45E-04,-2.22E-06,-1.73E-04
7287.4821,0.59315737,0.59320488,0.21680353,0.59215285,1.24E-04,-2.00E-06,-1.27E-04
7292.925,0.59384986,0.59384466,0.2172625,0.59274194,1.23E-04,-7.69E-08,1.39E-05
7298.603,0.5945287,0.59451274,0.2177413,0.59335847,1.23E-04,2.41E-07,4.26E-05
7304.2647,0.59524553,0.59517954,0.21821871,0.59397525,1.26E-04,-2.69E-07,1.76E-04
7309.6951,0.59592681,0.59581971,0.21867662,0.59456873,1.20E-04,-1.25E-06,2.86E-04
7315.1616,0.59655415,0.5964647,0.21913758,0.59516804,1.12E-04,5.38E-08,2.39E-04
7320.8843,0.59718456,0.5971405,0.21962014,0.59579745,1.21E-04,1.41E-06,1.18E-04
7326.5917,0.59793367,0.59781508,0.2201014,0.59642723,1.28E-04,4.72E-07,3.16E-04
7332.2679,0.59864706,0.59848653,0.22058005,0.59705561,1.26E-04,2.55E-09,4.28E-04
7337.9929,0.59937103,0.59916428,0.2210628,0.59769145,1.29E-04,-1.50E-07,5.51E-04
7343.5012,0.60009059,0.59981687,0.22152728,0.59830517,1.24E-04,-1.17E-06,7.30E-04
7349.0077,0.60074108,0.60046972,0.22199162,0.59892061,1.16E-04,-1.28E-06,7.24E-04
7354.7322,0.60138914,0.60114885,0.22247432,0.59956243,1.10E-04,-1.10E-06,6.41E-04
7360.4636,0.60200169,0.60182927,0.22295762,0.6002071,1.03E-04,5.58E-07,4.60E-04
7365.9978,0.60255024,0.60248668,0.22342428,0.60083155,1.16E-04,1.37E-06,1.70E-04
7371.5495,0.6032913,0.60314656,0.22389242,0.60145992,1.18E-04,-3.66E-07,3.86E-04
7377.3225,0.60388976,0.60383312,0.22437923,0.60211539,1.12E-04,-3.54E-07,1.51E-04
7383.0816,0.60458503,0.6045184,0.22486486,0.60277138,1.14E-04,-7.01E-07,1.78E-04
7388.6404,0.60518229,0.60518017,0.22533359,0.60340654,1.04E-04,2.01E-08,5.65E-06
7394.2241,0.60574667,0.60584522,0.22580444,0.60404651,1.14E-04,1.92E-06,-2.63E-04
7400.032,0.6064858,0.60653726,0.22629418,0.60471426,1.26E-04,1.41E-06,-1.37E-04
7405.8344,0.60721066,0.60722893,0.22678346,0.60538349,1.31E-04,1.20E-07,-4.87E-05
7411.4218,0.60797513,0.60789523,0.22725461,0.60602994,1.27E-04,-2.90E-07,2.13E-04
7417.2787,0.60866939,0.6085939,0.22774849,0.60670969,1.27E-04,-2.52E-07,2.01E-04
7423.125,0.60946663,0.60929151,0.22824147,0.60739034,1.25E-04,-7.94E-07,4.67E-04
7428.7379,0.61009616,0.60996146,0.22871478,0.60804587,1.18E-04,-8.30E-07,3.59E-04
7434.5777,0.61082201,0.61065866,0.22920721,0.60872999,1.15E-04,-5.42E-07,4.36E-04
7440.4682,0.61144521,0.61136206,0.22970391,0.60942224,1.12E-04,5.84E-07,2.22E-04
7446.145,0.61211735,0.61204006,0.23018261,0.61009144,1.22E-04,7.42E-07,2.06E-04
7451.8052,0.61282561,0.61271618,0.2306599,0.61076071,1.20E-04,-6.00E-07,2.92E-04
7457.7012,0.61350871,0.61342054,0.23115707,0.61146001,1.15E-04,-8.70E-07,2.35E-04
7463.6239,0.61418264,0.61412814,0.23165649,0.61216468,1.10E-04,7.32E-07,1.45E-04
7469.3446,0.61479082,0.61481164,0.23213889,0.61284741,1.23E-04,3.31E-07,-5.55E-05
7475.0664,0.615594,0.61549529,0.23262138,0.61353235,1.14E-04,-1.80E-06,2.63E-04
7481.0056,0.61611906,0.61620488,0.23312219,0.61424549,1.02E-04,5.84E-07,-2.29E-04
7486.9647,0.61681161,0.61691681,0.23362468,0.61496324,1.21E-04,1.17E-06,-2.81E-04
7492.7321,0.61753629,0.61760578,0.23411101,0.61566006,1.16E-04,-9.85E-07,-1.85E-04
7498.4725,0.61814748,0.61829143,0.23459507,0.61635568,1.10E-04,4.20E-08,-3.84E-04
7504.4447,0.61881903,0.61900467,0.23509866,0.6170816,1.17E-04,3.59E-07,-4.95E-04
7510.6361,0.61956545,0.61974393,0.23562075,0.61783654,1.14E-04,3.81E-07,-4.76E-04
7516.8852,0.62023582,0.62048992,0.23614769,0.61860096,1.21E-04,3.88E-07,-6.78E-04
7523.1461,0.62108313,0.62123725,0.23667564,0.6193693,1.19E-04,-2.06E-07,-4.11E-04
7529.6021,0.62174588,0.62200781,0.23722004,0.62016417,1.19E-04,5.86E-07,-6.99E-04
7535.8928,0.62259607,0.62275865,0.23775049,0.6209412,1.26E-04,1.50E-06,-4.34E-04
7541.949,0.62330429,0.62348158,0.23826117,0.62169164,1.37E-04,1.50E-06,-4.73E-04
7548.4599,0.62432097,0.62425893,0.2388102,0.622501,1.45E-04,-8.55E-07,1.65E-04
7554.7493,0.62516088,0.62501001,0.23934055,0.62328536,1.26E-04,-1.02E-06,4.02E-04
7560.8413,0.6258849,0.62573774,0.23985424,0.62404747,1.32E-04,-1.38E-08,3.93E-04
7567.3974,0.62683521,0.62652124,0.24040708,0.62487027,1.26E-04,-1.15E-06,8.37E-04
7573.9139,0.62753386,0.62730038,0.24095658,0.62569078,1.17E-04,-2.93E-07,6.23E-04
7580.2516,0.62834307,0.62805857,0.241491,0.62649134,1.22E-04,-1.38E-06,7.59E-04
7586.5474,0.62907982,0.62881222,0.24202189,0.62728912,9.98E-05,-1.60E-06,7.14E-04
7592.8156,0.62959735,0.62956308,0.24255044,0.62808588,1.02E-04,1.18E-06,9.14E-05
7599.1414,0.63036703,0.63032143,0.24308386,0.62889248,1.15E-04,4.59E-07,1.22E-04
7605.5267,0.63105592,0.63108758,0.2436223,0.62970922,1.08E-04,7.96E-08,-8.45E-05
7612.0761,0.6317646,0.63187414,0.24417456,0.63054962,1.16E-04,1.37E-06,-2.92E-04
7618.6684,0.63257741,0.6326667,0.24473046,0.63139826,1.26E-04,7.67E-07,-2.38E-04
7625.073,0.63340342,0.63343753,0.24527051,0.63222535,1.26E-04,2.79E-07,-9.10E-05
7631.4436,0.6341838,0.63420518,0.2458077,0.63305063,1.30E-04,-6.86E-07,-5.70E-05
7637.8107,0.63505497,0.63497335,0.2463446,0.633878,1.17E-04,-2.58E-06,2.18E-04
7644.2574,0.63568312,0.63575215,0.24688822,0.63471833,9.66E-05,-5.18E-07,-1.84E-04
7650.9323,0.63632215,0.63655967,0.24745107,0.63559116,1.10E-04,2.71E-06,-6.34E-04
7657.574,0.63715071,0.63736442,0.24801113,0.63646245,1.33E-04,1.81E-06,-5.70E-04
7664.0662,0.63806445,0.63815228,0.24855857,0.63731679,1.34E-04,-8.23E-07,-2.34E-04
7670.5697,0.6388927,0.63894283,0.24910698,0.6381753,1.22E-04,-5.21E-07,-1.34E-04
7677.0403,0.63964672,0.63973072,0.24965259,0.6390321,1.27E-04,-2.07E-07,-2.24E-04
7683.5593,0.64054612,0.64052594,0.2502023,0.63989799,1.19E-04,-5.56E-07,5.38E-05
7690.1302,0.64120796,0.641329,0.25075639,0.64077348,1.20E-04,1.23E-06,-3.23E-04
7696.6361,0.64211547,0.64212568,0.25130499,0.64164299,1.35E-04,-3.93E-07,-2.72E-05
7703.1608,0.64297183,0.64292629,0.25185518,0.6425177,1.15E-04,-7.70E-07,1.21E-04
7709.7664,0.64362397,0.64373854,0.25241219,0.64340599,1.25E-04,1.74E-06,-3.06E-04
7716.3424,0.6446228,0.64454892,0.2529667,0.64429302,1.38E-04,-4.42E-07,1.97E-04
7723.1084,0.64546272,0.64538465,0.25353724,0.64520853,1.19E-04,-8.02E-07,2.08E-04
7729.7351,0.64622116,0.64620513,0.25409603,0.646108,1.27E-04,9.13E-07,4.27E-05
7736.0984,0.6471135,0.64699488,0.25463261,0.64697432,1.31E-04,-4.87E-07,3.16E-04
7742.9595,0.64795633,0.64784855,0.25521116,0.64791126,1.21E-04,-8.79E-07,2.87E-04
7749.62,0.64874475,0.64867944,0.2557728,0.64882365,1.19E-04,6.33E-07,1.74E-04
7756.0622,0.64951975,0.64948521,0.25631603,0.64970879,1.29E-04,8.74E-07,9.21E-05
7763.0173,0.65047204,0.65035755,0.25690251,0.65066736,1.31E-04,-7.07E-07,3.05E-04
7769.9846,0.65134393,0.65123394,0.25749003,0.65163066,1.19E-04,-4.28E-07,2.93E-04
7776.7774,0.65211074,0.6520907,0.25806282,0.65257277,1.25E-04,1.59E-07,5.35E-05
7783.7785,0.65307007,0.65297603,0.25865318,0.65354682,1.21E-04,-9.09E-07,2.51E-04
7790.7782,0.65380889,0.65386339,0.25924342,0.65452377,1.12E-04,4.32E-07,-1.45E-04
7797.8657,0.65465373,0.65476401,0.25984107,0.65551612,1.27E-04,1.43E-06,-2.94E-04
7805.1328,0.65563737,0.65568953,0.26045386,0.65653689,1.33E-04,4.39E-07,-1.39E-04
7812.2133,0.65656163,0.65659319,0.26105091,0.65753466,1.34E-04,-2.22E-07,-8.42E-05
7819.0622,0.65749944,0.65746897,0.26162843,0.6585028,1.30E-04,-3.26E-07,8.13E-05
7826.1086,0.65836646,0.65837161,0.26222262,0.65950196,1.29E-04,-6.81E-07,-1.37E-05
7833.2456,0.65933132,0.65928736,0.26282444,0.66051715,1.20E-04,3.70E-07,1.17E-04
7840.1215,0.66005114,0.66017094,0.26340424,0.66149822,1.34E-04,1.37E-06,-3.20E-04
7847.2107,0.66120748,0.66108318,0.26400203,0.66251287,1.39E-04,-1.20E-06,3.32E-04
7854.387,0.66203905,0.66200777,0.26460716,0.66354319,1.17E-04,-1.23E-06,8.34E-05
7861.5664,0.66289113,0.66293382,0.26521256,0.66457723,1.22E-04,7.82E-07,-1.14E-04
7868.6843,0.6637799,0.6638528,0.26581276,0.6656056,1.28E-04,1.22E-06,-1.94E-04
7875.6552,0.66470099,0.66475356,0.26640058,0.66661583,1.39E-04,-1.95E-07,-1.40E-04
7882.8651,0.66575002,0.66568585,0.26700855,0.66766393,1.26E-04,-1.17E-06,1.71E-04
7890.0527,0.66651072,0.66661577,0.26761464,0.66871205,1.22E-04,1.21E-06,-2.80E-04
7897.3333,0.66751607,0.66755811,0.26822856,0.66977704,1.43E-04,5.31E-07,-1.12E-04
7904.5755,0.66858981,0.66849575,0.26883925,0.67083973,1.30E-04,-1.89E-06,2.51E-04
7911.8706,0.66940261,0.66944036,0.2694544,0.67191353,1.16E-04,-2.13E-07,-1.01E-04
7919.2006,0.67028218,0.67038948,0.2700725,0.67299585,1.27E-04,4.65E-07,-2.86E-04
7926.461,0.67125055,0.67132944,0.27068472,0.67407123,1.23E-04,-1.41E-07,-2.10E-04
7933.7845,0.67206874,0.67227728,0.27130227,0.67515932,1.25E-04,1.02E-06,-5.56E-04
7940.866,0.67304541,0.6731934,0.27189941,0.67621468,1.37E-04,6.03E-07,-3.95E-04
7948.1507,0.67403921,0.67413525,0.27251368,0.6773036,1.33E-04,-4.63E-07,-2.56E-04
7955.5159,0.67499773,0.67508682,0.27313474,0.67840797,1.30E-04,-1.38E-07,-2.38E-04
7962.6301,0.67592695,0.67600516,0.27373464,0.67947795,1.31E-04,5.79E-07,-2.09E-04
7969.9671,0.67689477,0.67695129,0.27435333,0.68058479,1.39E-04,2.37E-07,-1.51E-04
7977.3798,0.67797335,0.67790606,0.2749784,0.68170648,1.35E-04,-4.60E-07,1.79E-04
7984.7999,0.6788937,0.67886048,0.27560408,0.68283276,1.32E-04,-1.29E-07,8.86E-05
7992.1575,0.67992285,0.67980547,0.27622451,0.683953,1.33E-04,2.49E-07,3.13E-04
7999.5974,0.6808597,0.68075945,0.27685187,0.68508923,1.36E-04,1.59E-07,2.67E-04
8007.024,0.68193884,0.68171,0.2774781,0.68622689,1.35E-04,-3.23E-07,6.10E-04
8014.4141,0.68286331,0.68265403,0.27810127,0.68736243,1.31E-04,-4.26E-07,5.58E-04
8021.8993,0.68388491,0.68360819,0.27873245,0.6885161,1.29E-04,3.37E-08,7.38E-04
8029.3379,0.68478675,0.68455423,0.2793597,0.68966607,1.31E-04,3.25E-08,6.20E-04
8036.7698,0.68583782,0.68549712,0.27998639,0.6908185,1.29E-04,-9.77E-07,9.09E-04
8044.0115,0.68668502,0.68641353,0.28059704,0.69194478,1.17E-04,-1.71E-06,7.24E-04
